ETABLISSEMENT;PRIVE.PUBLIQUE;DEGRE;DENOMINATION;NOM_ECOLE;STATUT;ADRESSE;VILLE;ADRESS;LATITUDE;LONGITUDE;icon
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;SECTION D'ENSEIGNEMENT GENERAL ET PROFESSIONNEL ADAPTE DU RENE DESCARTES;NON DEMANDE;COLLEGE RENE DESCARTES, 98, BOULEVARD BLOSSAC, CHATELLERAULT, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86100, FRANCE;CHATELLERAULT;COLLEGE RENE DESCARTES, 98, BOULEVARD BLOSSAC, CHATELLERAULT, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86100, FRANCE;46,8194005;0,547275257;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;DU MOULIN A VENT;NON DEMANDE;GRAND'RUE 86600;CLOUE;GRAND'RUE 86600, CLOUE;46,44244936;0,164019102;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE;SAMMARCOLLES;NON DEMANDE;HAMEAU DU HAUT CRUE 86200;SAMMARCOLLES;ECOLE MATERNELLE, LE HAUT-CRUE, LA BOUSSARDIERE, SAMMARCOLLES, CHATELLERAULT, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86200, FRANCE;47,0477241;0,1911357;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;YANNICK DREUX;NON DEMANDE;IMPASSE DES TILLEULS 86340;FLEURE;IMPASSE DES TILLEULS 86340, FLEURE;46,47882138;0,519920705;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;MAURICE BEDEL;NON DEMANDE;LA LANDE 86230;SAINT-GERVAIS-LES-TROIS-CLOCHERS;LA LANDE 86230, SAINT-GERVAIS-LES-TROIS-CLOCHERS;46,89659;0,3937947;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;VERRIERES;NON DEMANDE;PLACE DE LA MAIRIE 86410;VERRIERES;PLACE DE LA MAIRIE 86410, VERRIERES;46,41241749;0,593117438;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;SANXAY;NON DEMANDE;PLACE DE LA MAIRIE 86600;SANXAY;PLACE DE LA MAIRIE 86600, SANXAY;46,494343;-0,005813143;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;ANTRAN;NON DEMANDE;PLACE DE L'EGLISE 86100;ANTRAN;PLACE DE L'EGLISE 86100, ANTRAN;46,8526898;0,543692254;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;SCORBE CLAIRVAUX;NON DEMANDE;PLACE DE L'EGLISE 86140;SCORBE CLAIRVAUX;PLACE DE L'EGLISE 86140, SCORBE CLAIRVAUX;46,81211435;0,416987651;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;LATILLE;NON DEMANDE;PLACE DU CHAMP DE FOIRE 86190;LATILLE;PLACE DU CHAMP DE FOIRE 86190, LATILLE;46,6178951;0,074609452;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LATILLE;NON DEMANDE;PLACE DU CHAMP DE FOIRE 86190;LATILLE;PLACE DU CHAMP DE FOIRE 86190, LATILLE;46,6178951;0,074609452;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;JOLIOT CURIE;NON DEMANDE;PLACE GERARD PHILIPE 86530;NAINTRE;ECOLE PRIMAIRE JOLIOT-CURIE, AVENUE JEAN JAURES, LA BERTHONALIERE, NAINTRE, CHATELLERAULT, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86530, FRANCE;46,763245;0,483201417;www/black.png
PREMIER DEGRE PRIVE;PRIVE;ECOLE;ECOLE PRIMAIRE PRIVEE;MONTESSORI DE SALVERT;NON DEMANDE;ROUTE DE CHARDONCHAMP 86440;MIGNE AUXANCES;ROUTE DE CHARDONCHAMP 86440, MIGNE AUXANCES;46,62316674;0,32579951;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;PAUL BAUDRIN;NON DEMANDE;ROUTE DE CHATEAU LARCHER 86340;ASLONNES;ROUTE DE CHATEAU LARCHER 86340, ASLONNES;46,4412538;0,335922603;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;MAURICE GIRAUD;NON DEMANDE;ROUTE DE CHAUNAY 86400;ST PIERRE D EXIDEUIL;ROUTE DE CHAUNAY 86400, ST PIERRE D EXIDEUIL;46,15136883;0,269747091;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;POUILLE;NON DEMANDE;ROUTE DE JARDRES 86800;POUILLE;ROUTE DE JARDRES 86800, POUILLE;46,54412972;0,575765056;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;ST ROMAIN;NON DEMANDE;ROUTE DE JOUSSE 86250;ST ROMAIN;ROUTE DE JOUSSE 86250, ST ROMAIN;46,22197596;0,369862806;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;LA SAULEE;NON DEMANDE;ROUTE DES TOURBIERES 86340;ROCHES PREMARIE ANDILLE;ROUTE DES TOURBIERES 86340, ROCHES PREMARIE ANDILLE;46,48107884;0,367485059;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;LENCLOITRE;NON DEMANDE;RUE ARSENE LAMBERT 86140;LENCLOITRE;RUE ARSENE LAMBERT 86140, LENCLOITRE;46,81601649;0,329696764;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;CHAUNAY;NON DEMANDE;RUE CHARRIERE 86510;CHAUNAY;41 GRANDE RUE, 86510 CHAUNAY;46,20525059;0,16235216;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LAVOUX;NON DEMANDE;RUE DE JARDRES 86800;LAVOUX;RUE DE JARDRES 86800, LAVOUX;46,59163639;0,535922783;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;FLEIX;NON DEMANDE;RUE DE L ECOLE 86300;FLEIX;RUE DE L ECOLE 86300, FLEIX;46,55347366;0,746354591;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;MOULISMES;NON DEMANDE;RUE DE LA CAILLAUDERIE 86500;MOULISMES;RUE DE LA CAILLAUDERIE 86500, MOULISMES;46,32864156;0,815169155;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;VAUX SUR VIENNE;NON DEMANDE;RUE DE LA MAIRIE 86220;VAUX SUR VIENNE;RUE DE LA MAIRIE 86220, VAUX SUR VIENNE;46,91314973;0,56033928;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;JEAN RAFFARIN;NON DEMANDE;RUE DE VAUDOIRON 86110;MIREBEAU;RUE DE VAUDOIRON 86110, MIREBEAU;46,79051326;0,181697104;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;LE PLANTY;NON DEMANDE;RUE DES ECOLES 86180;BUXEROLLES;RUE DES ECOLES 86180, BUXEROLLES;46,59787786;0,349534836;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;CAMILLE GUERIN;NON DEMANDE;RUE DES ECOLES 86310;ST GERMAIN;RUE DES ECOLES 86310, ST GERMAIN;46,56244565;0,87406846;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;ST GERMAIN;NON DEMANDE;RUE DES ECOLES 86310;ST GERMAIN;RUE DES ECOLES 86310, ST GERMAIN;46,56244565;0,87406846;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;CLAUDE BERTAUD;NON DEMANDE;Rue des Rosiers, Champigny-le-Sec, Champigny en Rochereau, Poitiers, Vienne, Nouvelle-Aquitaine, France m tropolitaine, 86170, France;CHAMPIGNY EN ROCHEREAU;1 PLACE JACQUES LOISEAU 86170, CHAMPIGNY EN ROCHEREAU;46,713999;0,156212;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;ST PIERRE DE MAILLE;NON DEMANDE;RUE DES VARENNES 86260;ST PIERRE DE MAILLE;LE BAS BOURG, SAINT-PIERRE-DE-MAILLE, MONTMORILLON, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86260, FRANCE;46,6797306;0,8372339;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;AVAILLES LIMOUZINE;NON DEMANDE;RUE DU 8 MAI 1945 86460;AVAILLES LIMOUZINE;RUE DU 8 MAI 1945 86460, AVAILLES LIMOUZINE;46,1191898;0,653912203;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE;CHAPELLE VIVIERS;NON DEMANDE;RUE DU LAVOIR 86300;CHAPELLE VIVIERS;RUE DU LAVOIR 86300, CHAPELLE VIVIERS;46,4844751;0,726669874;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;JAZENEUIL;NON DEMANDE;RUE DU VIEUX CHATEAU 86600;JAZENEUIL;RUE DU VIEUX CHATEAU 86600, JAZENEUIL;46,46524358;0,068421002;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;CHAMPAGNE ST HILAIRE;NON DEMANDE;RUE ETIENNE SABY 86160;CHAMPAGNE ST HILAIRE;RUE ETIENNE SABY 86160, CHAMPAGNE ST HILAIRE;46,32107219;0,322950846;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;CAMILLE CLAUDEL;NON DEMANDE;RUE HENRI DUNANT 86400;CIVRAY;RUE HENRI DUNANT 86400, CIVRAY;46,14293698;0,293335596;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;SECTION D'ENSEIGNEMENT GENERAL ET PROFESSIONNEL ADAPTE DU CAMILLE CLAUDEL;NON DEMANDE;RUE HENRI DUNANT 86400;CIVRAY;RUE HENRI DUNANT 86400, CIVRAY;46,14293698;0,293335596;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;VIVONNE;NON DEMANDE;RUE PIERRE ET MARIE CURIE 86370;VIVONNE;RUE PIERRE ET MARIE CURIE 86370, VIVONNE;46,43448422;0,267649965;www/green.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;FRANCOIS RABELAIS;NON DEMANDE;RUE SANTOS DUMONT 86000;POITIERS;RUE SANTOS DUMONT 86000, POITIERS;46,57781566;0,317280442;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;CLAIRE FONTAINE;NON DEMANDE;VIA MISSAGLIA 86270;LA ROCHE POSAY;LE CLOS PAILLE, LA ROCHE-POSAY, CHATELLERAULT, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86270, FRANCE;46,7838358;0,8143587;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE; ECOLE PRIMAIRE PUBLIQUE;LE CHAT PERCHE;REALISE;1 RUE DE LA GIDELLE 86120;LES TROIS MOUTIERS;1 RUE DE LA GIDELLE 86120, LES TROIS MOUTIERS;47,07002732;0,018124137;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;MARIETTE ET HENRI GAUTHIER;REALISE;15 ROUTE DE MARIGNY CHEMEREAU 86370;MARCAY ;15 ROUTE DE MARIGNY CHEMEREAU 86370, MARCAY ;46,46211695;0,227720232;www/green.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;FREDERIC ET IRENE JOLIOT-CURIE;REALISE;15 RUE PIERRE ET MARIE CURIE 86370;VIVONNE;15 RUE PIERRE ET MARIE CURIE 86370, VIVONNE;46,43448422;0,267649965;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;DES GROSEILLIERS;REALISE;18 RUE DES ECOLES 86360;CHASSENEUIL;18 RUE DES ECOLES 86360, CHASSENEUIL;46,6484082;0,3672789;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;MARCEL PAGNOL;REALISE;2 IMPASSE MARCEL PAGNOL 86210;VOUNEUIL SUR VIENNE;2 IMPASSE MARCEL PAGNOL 86210, VOUNEUIL SUR VIENNE;46,71481862;0,544371895;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;PAUL FORT;REALISE;24 RUE RIQUE AVOINE 86000;POITIERS;24 RUE RIQUE AVOINE 86000, POITIERS;46,59027278;0,323930199;www/green.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;ROMAIN ROLLAND;REALISE;32 ROUTE DE CHATAIN 86250;CHARROUX;32 ROUTE DE CHATAIN 86250, CHARROUX;46,1389123;0,4064754;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE; ECOLE PRIMAIRE PUBLIQUE;THEOPHRASTE RENAUDOT;REALISE;53 BOULEVARD DU 8 MAI 1945 - 86200;LOUDUN;53 BOULEVARD DU 8 MAI 1945 - 86200, LOUDUN;47,00861953;0,072385371;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;RENE BUREAU;REALISE;8 RUE AUGUSTE POULIN 86380;JAUNAY-MARIGNY ;8 RUE AUGUSTE POULIN 86380, JAUNAY-MARIGNY ;46,74879442;0,37022391;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LES TILLEULS;REALISE;9 RUE DES ECOLIERS 86120;ST LEGER DE MONTBRILLAIS;9 RUE DES ECOLIERS 86120, ST LEGER DE MONTBRILLAIS;47,07142401;-0,042892257;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;FAMILY GAME FESTIVAL DE BUXEROLLES - ATELIER PARENTS ENIAK;REALISE;Salle des Castors, Av. des Castors 86180 Buxerolles France;;;46,5958143;0,3511256;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;ATELIER - VIE QUOTIDIENNE, LA GESTION DES ECRANS #1;REALISE;28 Rue de la Jeunesse 86000 Poitiers France;;;46,5662275;0,3131265;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;FAMILY GAME FESTIVAL - LIGUGE;REALISE;Domaine de Givray 86580 Liguge France;;;46,53258584;0,335727411;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;LES HEURES NUMERIQUES;REALISE;16 Boulevard du Terrier Blanc 86500 Montmorillon France;;;46,4317602;0,8808312;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;CIVRAY - VIE QUOTIDIENNE, LA GESTION DES ECRANS;REALISE;Maison de la nature, Rte de Roche 86400 Civray France;;;46,157271;0,2990342;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;FAMILY GAME FESTIVAL - JAUNAY-MARIGNY;REALISE;16 Avenue Gerard Girault 86130 Jaunay-Marigny France;;;46,6818426;0,3728251;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;FAMILY GAME FESTIVAL - CHAUVIGNY;REALISE;La Poterie 86300 Chauvigny France;;;46,56894311;0,707707411;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;FAMILY GAME FESTIVAL - BONNES;REALISE;Esplanade des fetes 86300 Bonnes France;;;46,60479297;0,597661638;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;FAMILY GAME FESTIVAL DE BIGNOUX - ATELIER PARENTS ENIAK;REALISE;Salle des fetes, 12 Chem. du Vieux Chene 86800 Bignoux France;;;46,599082;0,476304891;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;FAMILY GAME FESTIVAL - BIARD;REALISE;18 rue des ecoles 86580 Biard France;;;46,57698436;0,305517112;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;FAMILY GAME FESTIVAL - SEVRES-ANXAUMONT;REALISE;4 route de Bignoux 86800 Sevres-Anxaumont France;;;46,57608611;0,473044352;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;CAFE NUMERIQUE SUR LA GESTION DES TEMPS D ECRANS EN FAMILLE;REALISE;10 Boulevard Savari 86000 Poitiers France;;;46,575105;0,383348124;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;CAFE NUMERIQUE AUTOUR DES TEMPS ECRANS;REALISE;10 Boulevard Savari 86000 Poitiers France;;;46,575105;0,383348124;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;ATELIER NUMERIQUE : VIE QUOTIDIENNE, LA GESTION DES ECRANS;REALISE;11 Boulevard Saint Just 86000 Poitiers France;;;46,58934461;0,379135289;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;POITIERS - VIE QUOTIDIENNE, LA GESTION DES ECRANS;REALISE;Mediatheque Francois Mitterrand, 4 Rue de l Universite 86000 Poitiers France;;;46,584167;0,342763749;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;POITIERS - ADSEA PRISM - VIE QUOTIDIENNE, LA GESTION DES ECRANS;REALISE;ADSEA - PRISM - 14 Rue de la Demi Lune 86000 Poitiers France;;;46,598462;0,321557214;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;POITIERS - CYBERHARCELEMENT, L EVITER ET L ENRAYER;REALISE;Mediatheque Francois Mitterrand, 4 Rue de l Universite 86000 Poitiers France;;;46,584167;0,342763749;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;DISSAY - ATELIER PARENTS ENIAK;REALISE;Accueil jeunes, rue des Amandiers 86130 Dissay France;;;46,7068247;0,4177522;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;DISSAY - DEJOUEZ LES PIEGES DE L INFOX;REALISE;Accueil jeunes, rue des Amandiers 86130 Dissay France;;;46,7068247;0,4177522;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;DISSAY - CYBERHARCELEMENT, L EVITER ET L ENRAYER;REALISE;Accueil jeunes, rue des Amandiers 86130 Dissay France;;;46,7068247;0,4177522;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;POITIERS - ADSEA PRISM - PARENTALITE NUMERIQUE 2;REALISE;ADSEA - PRISM - 14 Rue de la Demi Lune 86000 Poitiers France;;;46,598462;0,321557214;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;POITIERS - ADSEA PRISM - PARENTALITE NUMERIQUE;REALISE;ADSEA - PRISM - 14 Rue de la Demi Lune 86000 Poitiers France;;;46,598462;0,321557214;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;CHAUVIGNY - DEJOUEZ LES PIECES DE L INFOX;REALISE;Centre d Animation Populaire, 19 Rue de Chatellerault 86300 Chauvigny France;;;46,57134;0,6433866;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;CHAUVIGNY - CYBERHARCELEMENT, L EVITER ET L ENRAYER;REALISE;Centre d Animation Populaire, 19 Rue de Chatellerault 86300 Chauvigny France;;;46,57134;0,6433866;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;VOUNEUIL-SOUS-BIARD - CYBERHARCELEMENT, L EVITER ET L ENRAYER;REALISE;CREPS de Poitiers 86580 Vouneuil-sous-Biard France;;;46,5804969;0,2635565;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;VOUNEUIL-SOUS-BIARD - DEJOUEZ LES PIECES DE L INFOX;REALISE;CREPS de Poitiers 86580 Vouneuil-sous-Biard France;;;46,5804969;0,2635565;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;SOIREE PARENTALITE NUMERIQUE - LA BLAISERIE;REALISE;Rue des Freres Montgolfier 86000 Poitiers France;;;46,59218874;0,321032395;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;POITIERS - DEJOUEZ LES PIEGES DE L INFOX;REALISE;Mediatheque Francois Mitterrand, 4 Rue de l Universite 86000 Poitiers France;;;46,584167;0,342763749;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;POITIERS - ADDICTOLOGIE, LA CAPTATION DE L ATTENTION;REALISE;Mediatheque Francois Mitterrand, 4 Rue de l Universite 86000 Poitiers France;;;46,584167;0,342763749;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;POITIERS - CYBERSECURITE, EXERCEZ VOS REFLEXES;REALISE;Mediatheque Francois Mitterrand, 4 Rue de l Universite 86000 Poitiers France;;;46,584167;0,342763749;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;POITIERS - ATELIER PARENTS ENIAK;REALISE;Mediatheque Francois Mitterrand, 4 Rue de l Universite 86000 Poitiers France;;;46,584167;0,342763749;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;POITIERS - CONTENUS CHOQUANTS, ANTICIPER ET REAGIR;REALISE;Mediatheque Francois Mitterrand, 4 Rue de l Universite 86000 Poitiers France;;;46,584167;0,342763749;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;ATELIER DINER : LE HARCELEMENT, PARLONS-EN.;REALISE;12 Rue de Guerting 86410 Bouresse France;;;46,3613567;0,6096907;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;ATELIER SUR LA GESTION DES ECRANS;REALISE;3 rue de la Mairie 86470 Boivre la Vallee France;;;46,53462805;0,114866886;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;SEVRES-ANXAUMONT - VIE QUOTIDIENNE, LA GESTION DES ECRANS;REALISE;Pl. Paul Dezanneau 86800 Sevres-Anxaumont France;;;46,5705622;0,4654879;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;SEVRES-ANXAUMONT - ATELIER PARENTS ENIAK;REALISE;Pl. Paul Dezanneau 86800 Sevres-Anxaumont France;;;46,5705622;0,4654879;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;FAMILY GAME FESTIVAL DE VOUNEUIL-SOUS-BIARD - ATELIER PARENTS ENIAK;REALISE;CREPS de Poitiers 86580 Vouneuil-sous-Biard France;;;46,5804969;0,2635565;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;VOUNEUIL-SOUS-BIARD - CYBERSECURITE, EXERCEZ VOS REFLEXES;REALISE;CREPS de Poitiers 86580 Vouneuil-sous-Biard France;;;46,5804969;0,2635565;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;VOUNEUIL-SOUS-BIARD - ADDICTOLOGIE, LA CAPTATION DE L ATTENTION;REALISE;CREPS de Poitiers 86580 Vouneuil-sous-Biard France France;;;46,5804969;0,2635565;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;VOUNEUIL-SOUS-BIARD - VIE QUOTIDIENNE, LA GESTION DES ECRANS;REALISE;CREPS de Poitiers 86580 Vouneuil-sous-Biard France;;;46,5804969;0,2635565;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;VOUNEUIL-SOUS-BIARD - CONTENUS CHOQUANTS, ANTICIPER ET REAGIR;REALISE;CREPS de Poitiers 86580 Vouneuil-sous-Biard France;;;46,5804969;0,2635565;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;VOUNEUIL-SOUS-BIARD - ATELIER PARENTS ENIAK;REALISE;CREPS de Poitiers 86580 Vouneuil-sous-Biard France;;;46,5804969;0,2635565;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;LATILLE - VIE QUOTIDIENNE, LA GESTION DES ECRANS;REALISE;ecole primaire de Latille, place Champ de Foire 86190 Latille France;;;46,6173703;0,0746273;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;CLONE OF NEUVILLE DE POITOU - ATELIERS CAPTATION DE L ATTENTION;REALISE;6 rue Francois Mitterrand  86170 Neuville-de-Poitou France;;;46,6822989;0,2426519;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;NEUVILLE DE POITOU - ATELIERS CAPTATION DE L ATTENTION;REALISE;6 rue Francois Mitterrand  86170 Neuville-de-Poitou France;;;46,6822989;0,2426519;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;DISSAY - ADDICTOLOGIE, LA CAPTATION DE L ATTENTION;REALISE;Accueil jeunes, rue des Amandiers 86130 Dissay France;;;46,7068247;0,4177522;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;DISSAY - CYBERSECURITE, EXERCEZ VOS REFLEXES;REALISE;Accueil jeunes, rue des Amandiers 86130 Dissay France;;;46,7068247;0,4177522;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;DISSAY - CONTENUS CHOQUANTS, ANTICIPER ET REAGIR;REALISE;Accueil jeunes, rue des Amandiers 86130 Dissay France;;;46,7068247;0,4177522;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;DISSAY - VIE QUOTIDIENNE, LA GESTION DES ECRANS;REALISE;Accueil jeunes, rue des Amandiers 86130 Dissay France;;;46,7068247;0,4177522;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;JAUNAY-MARIGNY - CONTENUS CHOQUANTS, ANTICIPER ET REAGIR;REALISE;16, Avenue Gerard Girault, Jaunay-Clan, Jaunay-Marigny, Poitiers, Vienne, Nouvelle-Aquitaine, France metropolitaine, 86130, France;;;46,6826606;0,3734357;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;CHAUVIGNY - ADDICTOLOGIE, LA CAPTATION DE L ATTENTION;REALISE;Centre d Animation Populaire, 19 Rue de Chatellerault 86300 Chauvigny France;;;46,57134;0,6433866;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;CHAUVIGNY - ATELIER PARENTS ENIAK;REALISE;Centre d Animation Populaire, 19 Rue de Chatellerault 86300 Chauvigny France;;;46,57134;0,6433866;www/green.png
AUTRE;AUTRE;AUTRE;AUTRE;CHAUVIGNY - CYBERSECURITE, EXERCEZ VOS REFLEXES;REALISE;Centre d Animation Populaire, 19 Rue de Chatellerault 86300 Chauvigny France;;;46,57134;0,6433866;www/green.png
